vacancy_id,vacancy_name,url,source,salary_from,salary_to,currency,location,company,skill_set,description,publication_date 
38026857,Разработчик Python Junior/Стажёр,https://hh.ru/vacancy/38026857,HH,,,,Омск,Сбербанк,[],"Хочешь работать в крупной компании над интересным проектом? Наша команда занимается автоматизацией общения банка с клиентами в голосовых и текстовых каналах. Вакансия не предусматривает дистанционную работу. Вакансия в г. Омск, работа в офисе.Глобально мы решаем следующие задачи:  Оптимизируем процессы взаимодействия с клиентом. Учим бота понимать клиента. Придумываем сценарии, по которым бот будет общаться с клиентом. Настраиваем алгоритмы с готовыми решениями в специальном ПО при помощи Python.  Мы ждем тебя, если ты:  умеешь создавать что-то новое и получать удовольствие от этого процесса; хочешь развиваться в компании с мировым именем; имеешь базовые знания Python; умеешь разбираться в технической документации и читать блок-схемы и диаграммы; имеешь опыт работы с шаблонизатором Jinja.  Будет плюсом:  опыт программирования, наличие портфолио; опыт прототипирования (Figma / Sketch / Axure / аналоги); опыт работы в Agile-командах.  Мы предлагаем:  график работы 5/2 (возможен выбор времени начала рабочей смены, возможность выбора выходных дней); трудоустройство по ТК РФ; ДМС; бесплатное обучение; возможность строить карьеру и развиваться; яркая и насыщенная корпоративная жизнь; спортивный зал.  Жми ""откликнуться"" и мы обязательно свяжемся с тобой!",2020-10-13
39722392,Python (Django) разработчик,https://hh.ru/vacancy/39722392,HH,100000,150000,RUR,Москва,BENOVATE,"['django', 'git', 'sql', 'html']","Benovate - работающая по удаленке, небольшая и очень уютная компания. Нас почти 20 человек и мы разрабатываем информационные системы, WEB-сервисы, прикладное ПО и другие программные продукты.Реализуем проекты в интересах государственных заказчиков и частных компаний, в том числе на основе собственных решений.Мы ценим порядочность, профессионализм и умение работать ""без офиса"".Ищем и ждем опытного Python-разработчика в стройные ряды нашей распределенной команды. Что предстоит:  Разработка и поддержка web-приложений различной сложности Доработка и поддержка существующего ПО Написание автоматических unit-тестов Документирование кода    Что требуется:  Опыт разработки на Python 2.7/3, Django, PostgreSQL Опыт использования реляционных СУБД и NoSQL-хранилищ Опыт оптимизации приложений и SQL запросов (индексы, explain) Опыт написания unit-тестов CSS, HTML (версткой занимается отдельный человек, нужно уметь ""подвинуть кнопки"" без привлечения верстальщика) Понимание, как работает HTTP и другие сетевые протоколы Умение работать с git, bug tracking system (redmine или подобные системы) Навыки работы на nix-системах Чистота кода, алгоритмическая грамотность, знание основных технологий и методик программирования Умение разбираться в чужом коде Ответственность и организованность. Умение работать в распределенной команде, участвовать в онлайн обсуждениях, сдавать работу в срок Плюсом будет опыт многопоточного/асинхронного программирования и отложенных вычислений    Мы предлагаем:  Высокий уровень заработной платы Профессиональный и карьерный рост Возможность работать удаленно Оплату курсов и других видов обучения Внутренние митапы Оплату участия в конференциях и прочих мероприятиях Проектные премии ",2020-10-15
39679111,Backend-разработчик Python,https://hh.ru/vacancy/39679111,HH,140000,160000,RUR,Москва,Digital Reputation,"['django', 'sql', 'linux', 'postgresql']","Мы агентство Digital Reputation. Более 3х лет успешно реализуем проекты цифрового исследования и продвижения для крупных заказчиков. Работаем с репутацией как для физических лиц, так и для больших корпораций; занимаемся реализацией SMM, ORM, Serm проектов, IT и аналитикой.Сейчас наша цель - кратный рост (в 4 раза), мы двигаемся к ней.И здесь нам не обойтись без крутой команды разработчиков. Помимо Digital направления у нас есть масштабный IT-проект — это рейтинг, который производит автоматический мониторинг и измерение онлайн репутации. Система автоматически определяет тональность материалов в выдаче поисковых систем, что позволяет своевременно реагировать на информационные атаки, отслеживать эффективность PR, SERM и SEO специалистов и отслеживать онлайн репутацию конкурирующих персон/брендов. Основные задачи:     Разработка клиентской и серверной части админ-панели веб-сервисов;   Разработка нового функционала на фреймворке Django;   Рефакторинг текущей кодовой базы;   Поиск ошибок в текущем проекте, их устранение;   Проектирование и разработка REST API для внутреннего и внешнего использования;   Оптимизация кода и написание тестов;   Проведение code review;   Ставить, декомпозировать и оценивать задачи;   Написание ТЗ и взаимодействие с внешними командами;   Собеседование разработчиков в команду, проверка тестовых заданий.   Что нужно знать :  Отличные знания Python, PostgreSQL, обязательно использование Django Неплохо, если есть опыт работы с Linux, Nginx, Git. Часто пишем сложные SQL запросы, работаем с большими данными. ООП – нужно понимать основы, использовать шаблоны проектирования. Unix на уровне пользователя Если есть опыт во frontend - это здорово, мы планируем расширение команды и предлагаем возможность участия в выборе коллег.  Что предлагаем взамен:  от 140000 + бонусы Оформление по ТК РФ с первого дня. Гибкое начало рабочего дня с 9 до 11 :) Крутой, современный лофт напротив парка Зарядье.Прекрасные вечерние прогулки по центру Москвы прилагаются. Отсутствие дресс-кода и мощное железо :) Мы за то, чтобы сотрудники Digital Reputation развивались и повышали свою квалификацию, и готовы их в этом поддерживать и оплачивать профессиональные курсы и конференции;   ",2020-10-13
39797564,Python (Junior) разработчик,https://hh.ru/vacancy/39797564,HH,500,1000,BYR,Минск,RocketData,[],"Rocketdata.io – белорусская инновационная компания, резидент Парка Высоких Технологий Республики Беларусь, разрабатывающая платформу для управления информацией о бизнесе и работе с отзывами в популярных онлайн источниках. Это уникальное технологическое решение, не имеющее аналогов на рынке СНГ и во многих других странах. Мы ищем начинающего python разработчика для сбора и анализа данных для отдела продаж. Основной вашей задачей будет являться автоматизация процесса сбора информации с различных ресурсов на языке python с использованием языков запросов xpath и jq, с открытым форматами передачи данных таких как json, xml. Требования: Можно без опыта, можно студент. Необходимые знания:   Основы python   Html уверенные знания   Js базовые знания   Что мы предлагаем: - Фултайм или парт-тайм; - Заработная плата от 500 до 1000 БУН по результатам собеседования; - Официальное оформление; - Офис в современном бизнес-центре в районе станции метро Молодежная. У нас классная команда и крутой продукт. Если Вам хочется работать и учиться в динамично развивающейся IT компании с крутыми специалистами в своем деле - вам точно к нам!",2020-10-13
39762566,Программист Python,https://hh.ru/vacancy/39762566,HH,,,,Казань,"СимбирСофт,ООО","['django', 'sql', 'docker', 'linux', 'redis', 'mysql']","В международную IT-компанию SimbirSoft ищем Python-разработчика! Стек технологий:Python 3, Docker, Celery, Pandas, RabbitMq, Flask и Django, Redis, MongoDb, MySQL, PgSQL.В 80% случаев работаем по методологии Scrum (релизы каждые 2-3 недели). Мы ищем Python-разработчика, который:- Понимает основные структуры данных, алгоритмов, оценки сложности и объема памяти.- Имеет опыт работы с SQLAlchemy, Celery, Flask или Django.- Владеет навыками работы с AMQP (RabbitMQ).- Знает REST API.- Имеет опыт в написании тестов.- Уверенно знает SQL (написание сложных запросов).- Продвинутый пользователь Linux и shell- Имеет хорошую теоретическую базу по ООП.- Работает с Git. Будет преимуществом, если у тебя есть: Опыт работы с графовыми БД (а также знание Cypher), Amazon Web Services, Kafka, DDD, Microservices Architecture, Docker, Continuous Deployment, нейронными сетями, Big Data, большими базами данных (10ТБ+), опыт работы с функционально ориентированными языками программирования, а также опыт работы с алгоритмами Deep Learning и базой данных Click House. Мы ищем людей с проактивной позицией, которые не боятся отстаивать свою точку зрения.",2020-10-12
39849346,Разработчик Python,https://hh.ru/vacancy/39849346,HH,70000,,RUR,Москва,НТЦ Система,"['django', 'sql', 'linux', 'postgresql', 'mysql']","Обязанности:  проектирование и разработка backend-серверной архитектуры; поддержка и развитие существующих проектов; оптимизация работы с базами данных.  Требования:  техническое образование; уверенное знание языка программирования Python(2.7 и 3); знание фреймворков (Flask, Django); умение работать с SQL запросами (PostgreSQL, MySQL); умение разбираться в чужом коде; продвинутый пользователь Linux; технический английский-свободное чтение документации.  Условия:  Рабочий день пн.-чт. с 9-15 до 18-00, пт. - 9-15 до 17-00 Уровень зарплаты обсуждается. ",2020-10-15
39791019,Разработчик на Go/Python,https://hh.ru/vacancy/39791019,HH,150000,,RUR,Москва,Hot -WiFi,"['postgresql', 'mysql']","Привет! Компания Hot-WiFi - лидер на рынке услуг обеспечения wifi-маркетинга и предоставления инновационных облачных продуктов. Сейчас наша команда в поиске: Разработчика на Go/Python.   Требования:  Python 2.7/3 Golang PostgreSQL MongoDB Docker Git  Обязанности:  Разработка нового функционала и поддержание текущего  Плюсом будет:  Опыт работы с Kubernetes, Helm, Prometheus, Grafana, ClickHouse, FreeRADIUS  Инфраструктура:  Kubernetes + Helm + Gitlab CI/CD Микросервисная архитектура, большая часть сервисов написана на Golang Есть несколько монолитов на Python2.7 В качестве БД используются Mysql, Postgresql, Clickhouse, Mongodb ",2020-10-13
39753606,Python Developer,https://hh.ru/vacancy/39753606,HH,,,,Минск,Софтмакс системы телеметрии,[],"!!! ГОРЯЩАЯ ВАКАНСИЯ !!! ОПЫТ ОБЯЗАТЕЛЕН ! ГК Софтмакс расширяет команду в Минске и ищет амбициозных специалистов для существующих и новых проектов. Мы являемся резидентами ПВТ, сосредоточены на реализацию заказных решений и развитие собственных ИТ-продуктов. Решаем сложные технические и организационные задачи и создаём индивидуальные решения для наших заказчиков. Наша команда - это крутые, интересные, амбициозные специалисты!) С нами весело и познавательно! Ждём Вас! Давайте будем лучшими - вместе! Приглашаем в нашу команду Python Developer Ключевая задача:  Разработка приложений для аналитических систем телеметрии, геоинформационных систем.  Пожелания к соискателям:  Опыт разработки сетевых сервисов, работа с протоколами TCP/IP; Опыт работы с реляционными и нереляционными БД; Знание T-SQL на уровне обработки больших данных; Понимание принципов работы web-серверов (Nginx, Apache); Навыки работы с очередями задач и менеджерами сообщений; Навыки работы с инструментами контроля версий.  Мы предлагаем: 1. Возможность реализовать вместе с нами интересные проекты:  С широким диапазоном применяемых технологий (включая высокоуровневое и низкоуровневое программирование, контроллеры, мобильные приложения и т.д.); Со сложными задачами, которые содержат вызов, и нетривиальными творческими решениями; С большими бюджетами; По методологии SCRUM в режиме реальной командной работы, с приоритетом на результате и чётком распределении ролей.    2. Официальное трудоустройство согласно ТК РБ у резидента ПВТ;   3. Комфортные условия работы и отдыха:  Уютный офис в бизнес-центре класса «А» с парковкой и развитой инфраструктурой в живописном месте Минска, оснащённый качественной техникой и условиями для работы; Парковая зона, озеро и велодорожка в 5 минутах от офиса, возможность посещать тренажёрный зал и кататься на корпоративных велосипедах даже в рабочее время :) Гибкий график работы; Дружелюбная обстановка, уважительное отношение к людям, конструктивное отношение к ошибкам и признание достижений. Человеческие отношения, а не должностной подход.    4. Возможность профессионального и карьерного роста:  Оплачиваем обучение на курсах и семинарах, участие в профессиональных конференциях; Организуем сертификацию за счет компании, проводим внутреннее обучение, покупаем специализированную литературу; Бурный рост команды под новые проекты открывает возможности для быстрого карьерного роста - формируются подразделения, выделяются тимлидеры, руководители новых направлений и проектов.    5. Доход выше рыночного уровня:  Зависит от личного результата сотрудника и ограничен только его амбициями; Формируется как совокупность постоянных, переменных и бонусных выплат; В дополнение к регулярным ежемесячным выплатам формируется премиальный фонд от завершения проектов - успех делится между участниками проектов; Система расчета выплат прозрачная, а все зачисления официальные.    Присоединяйтесь к нам! Если Вы хотите работать с нами и чувствуете, что справитесь при поддержке надежных коллег, этого достаточно, чтобы прислать нам своё резюме и СОПРОВОДИТЕЛЬНОЕ ПИСЬМО с описанием Ваших устремлений и причин, по которым нам стоит работать вместе!!!! ПРОСЬБА ВНИМАТЕЛЬНО ОЗНАКОМИТЬСЯ С ВАКАНСИЕЙ И ТРЕБОВАНИЯМИ ПЕРЕД ОТКЛИКОМ !!!",2020-10-15
37227093,Python developer удаленно,https://hh.ru/vacancy/37227093,HH,150000,200000,RUR,Краснодар,B2Broker,['css'],"Международная компания B2Broker — это финтех, разработчик и провайдер технологий для брокерских компаний, банков и инвестиционных фондов. Мы не занимаемся брокерской деятельностью — но предлагаем готовые IT решения для международных брокерских компаний. Мы ожидаем от разработчика, что он:  имеет опыт коммерческой разработки на Python 3 от 6 лет; знает и умеет использовать: итераторы, генераторы, потоки; отлично владеет знаниями параллелизма, многопоточностью, неблокирующими вызовами; имеет опыт работы с числами с высокой точностью, используя decimals / fractions.  Кроме конструкций языка, мы хотим видеть:  знания по регулярным выражениям, структурам данных (JSON и XML); понимание особенностей и различий REST и SOAP; опыт работы с различными базами данных (в особенности ACID подход); стремление к красоте кода; разработчика, который придерживается принципов SOLID; дополнительным преимуществом будет опыт работы с Message брокерами и очередями, а также опыт написания Юнит- и Интеграционных-тестов.  Мы предлагаем:  ЗП без задержек; оформление по ТК РФ; возможность практики английского языка; неограниченный профессиональный рост и возможность работать в развивающейся международной компании; ресурсы на реализацию смелых идей; удаленный формат работы по гибкому графику. ",2020-10-15
39768770,Программист Python fullstuck,https://hh.ru/vacancy/39768770,HH,50000,,RUR,Санкт-Петербург,АП-ПРО,[],"Обязанности: - Поддержка и развитие действующих продуктов. - Участие в разработке новых продуктов - Первичное тестирования результатов работы - Отладка кода - Работа в команде - Консультирование по вопросам ошибок разрабатываемого ПО   Требования:  Знание Python Знание и понимание модели OSI и сетевых коммуникаций Опыт работы с SQL HTML/CSS Базовый Javascript Представление об основном стеке технологий и протоколов, на которых построен и работает современный Веб Умение пользоваться Git имеете опыт работы использования различных современных фреймворков в контексте Python Опыт ведения сопроводительной документации в процессе разработки и сопровождения проектов в системах управления проектами Знание принципов ООП и умение использовать их в своём коде    Приветствуется и будет вашим преимуществом:  Django/Flask, знание GO, Kotlin, Java Знание ORM Понимание работы клиент-серверной архитектуры и приложений Опыт коммерческой разработки Современные JS фреймворки (Vue, React) Активная жизненная позиция и желание самосовершенствоваться, обучаться и изучать новые технологии Понимание принципов построения комплексных систем автоматизации Agile, Kanban  Условия:  График работы: ПН-ПТ с 9.30 до 18.00 с перерывом на обед. Оплачиваемый отпуск и больничные по ТК РФ 10 минут от метро Московские ворота Оклад от 50000 до 60000 на старте (точная сумма по результату собеседования) и премии по завершению проектов в зависимости от сложности и объема работ Возможность личного роста Возможность воплощать собственные идеи в проекты Работа с разнообразными современными технологиями Отличная команда Возможность обучатся и совершенствоваться при поддержке компании       ",2020-10-15
39153243,Backend разработчик на python,https://hh.ru/vacancy/39153243,HH,80000,,RUR,Москва,Флекскор,"['git', 'sql', 'html', 'javascript', 'css', 'postgresql', 'mysql']","Обязанности:  Разработка и поддержка систем сбора данных(парсинг) Разработка сложных telegram ботов Работа с БД(MySQL, PostgreSQL) Работа с OpenCV и обработкой видео потока  Требования:  Хорошие знания Python 3.6+; Опыт работы с Selenium, OpenCV; Знание SQL, опыт работы на уровне написания запросов, разбора и оптимизации плана выполнения; Уверенная работа и понимание основных концепций git; Базовые навыки работы в bash.  Плюсом будет:  Опыт разработки архитектуры сервисов и БД; Опыт работы с высоконагруженными проектами и большим объемом данных; Базовые знания JavaScript, HTML, CSS (верстать не нужно, начальные знания, чтобы не дергать верстальщиков по каждой мелочи); Знание PHP7, MySQL  Условия:  Динамично развивающаяся компания; Инновационные, прогрессивные проекты; Дружный коллектив; Понедельник-пятница с 10-00 до 19-00 ",2020-10-13
34767945,Python Developer,https://hh.ru/vacancy/34767945,HH,200000,,RUR,Санкт-Петербург,Hype Auditor,[],"HypeAuditor - это SaaS-компания, предлагающая комплексные решения для брендов, агентств и платформ, работающих с инфлюенсерами. HypeAuditor разработал всеобъемлющий набор инструментов для обнаружения и сравнения влиятельных лиц в Instagram и YouTube, проверки подлинности их учетных записей и отслеживания результатов маркетинговых кампаний. Все проукты внутри HypeAuditor основаны на алгоритмах машинного обучения. Это позволяет идентифицировать поведенческие паттерны, на основании которых алгоритм делает выводы. Цель HypeAuditor - предоставить максимально эффективные аналитические услуги, чтобы бренды и агентства могли работать с блогерами максимально эффективно. Сегодня HypeAuditor — это:   команда, в которой работает 80 человек;   наша ежемесячная аудитория больше 300 тысяч человек по всему миру;   в сердце Аудитора — искусственный интеллект, определяющий более 40 характеристик аудитории любого блогера (Instagram, YouTube, Tik-Tok);   мы запустились в феврале 2018 и с тех пор показываем ежеквартальный кратный рост;   о проблеме, которую мы решаем, говорят Юнилевер и сам Инстаграм.         Задачи   Разработка и поддержка инфраструктуры для анализа данных, ETL процессов;   Разработка, внедрение и поддержка сервисов на основе анализа данных и моделей машинного обучения;   Разработка новых проектов, участие в тестировании и развертывании.   Наш стек   Python 3, Flask   MySql   MongoDB   ElasticSearch   ClickHouseМы довольно гибкие в выборе технологий, если вы предложите лучшее решение - ок   Что необходимо   отличное знание Python 3   опыт веб-разработки (Flask)   английский на уровне чтения документации и выше;   уверенная работа в консоли linux.   Будет плюсом   MySql   опыт работы с MongoDB   знания мат. статистики.   Какие личные качества мы хотим видеть в кандидате   желание создавать качественный продукт, а не пилить фичи, какие скажут;   способность работать в стартапе, в небольшой команде с высоким темпом разработки;   внимательность и организованность   продуктовое мышление   Мы предлагаем   работу в международной компании с дружной командой экспертов, интересные задачи, сложные проекты, возможность внести весомый вклад в создание продуктов, которыми пользуются сотни тысяч людей по всему миру   возможность влиять на продукт, которым пользуются во всем мире   соблюдение норм ТК РФ (полностью белая зарплата)   компенсация питания, льготные условия по ДМС и изучению английского языка   программа релокации для кандидатов из регионов   офис в десяти минутах ходьбы от метро «Горьковская»   всевозможные закуски, фрукты, овощи и напитки без ограничений   регулярные спортивные мероприятия для желающих, поездки, походы, корпоративные праздники и вечеринки.  ",2020-10-15
39329788,Программист Python,https://hh.ru/vacancy/39329788,HH,120000,170000,RUR,Москва,КИБЕРБОРЕЯ,[],"Обязанности:  Разработка новых проектов; Разработка архитектуры проектов и технологических решений; Поддержка и оптимизация действующих проектов;  Требования:  Опыт работы от 1 года Знание Python 3.6+ и других языков Знание алгоритмов и умение их строить Git Docker, docker-compose Gitlab CI/CD (или аналоги) Технический английский  Условия:  График 5/2, 11:00-20:00 НЕ УДАЛЕННАЯ РАБОТА, офис в Москва Сити ",2020-10-12
39770657,Backend-разработчик на Python,https://hh.ru/vacancy/39770657,HH,160000,,RUR,Москва,KALABI,"['git', 'docker', 'redis', 'postgresql']","О компании Цель KALABI – помочь средним и крупным организациям расти быстрее за счёт внедрения новых технологий, пригодных для реальной корпоративной среды со всеми её нюансами. Например, для нефтегазового сектора мы создаём цифровых двойников бизнес-процессов на базе IoT и видеоаналитики, для логистики – снижаем расходы на управление цепочками поставок с помощью blockchain, а для одного из госзаказчиков – помогаем находить закономерности в больших объёмах данных с помощью VR. Мы прибыльны с первого же года, работаем дружно, не зависим от инвесторов и уже второй год растём двузначными темпами. Растите, зарабатывайте и радуйтесь жизни вместе с нами! Чем предстоит заниматься  разрабатывать API, проектировать и разрабатывать микросервисы и интеграционные решения на Python; писать инфраструктурный код и программировать бизнес-логику, писать тесты;участвовать в проектировании системы и принятии архитектурных решений совместно с командой; взаимодействовать с UX/UI-командой (они создают эскизы интерфейсов и макеты вёрстки); взаимодействовать с backend-, frontend- и DevOps-разработчиками;  Что потребуется от Вас  знание языка Python 3 и сопутствующей экосистемы (мы используем Flask); опыт работы с очередями или брокерами сообщений и СУБД (используем Redis, RabbitMQ, PostgreSQL через SQLAlchemy); навык использования Git и владение Linux-системами; опыт использования Docker; опыт проектирования и разработки приложений с нуля; понимание общих концепций программирования (шаблоны проектирования, ООП, модульность и прочее); навыки сбора и анализа технической информации, умение быстро вникать в новые технологии, системность мышления; умение решать задачи в заявленный срок, внимательно гуглить и обобщать информацию, вовремя сообщать о проблемах; умение работать в Jira и Confluence.  Не требуется, но будет плюсом  смежный опыт в IT: например, опыт во фронтенде или аналитике; опыт применения принципов построения распределённых систем; принципы работы сетей (TCP/UDP, DNS, gRPC и http, маршрутизация/инкапсуляция и т.д.); опыт системного программирования (участие в разработке ОС / компиляторов / сетевых протоколов и т.д.); знание технической архитектуры корпоративных информационных систем (из чего они обычно состоят, как между собой связываются решения и т.д.);  Что мы даём 1. Рабочий процесс  на выбор предоставляем ноутбук или стационарный компьютер и монитор; работаем в связке GitLab (есть CI/CD с pipeline'ами) + Jira + Confluence, общаемся через Telegram; возможность выбора технологий в новых проектах и прочие мелочи.  2. Условия  полный рабочий день с гибким графиком, возможен удаленный формат работы; полностью белая зарплата с возможностью получения премий и бонусов; ДМС со стоматологией (членов семьи можно оформить с большой скидкой) и полис для выезжающих за рубеж; обучение используемым технологиям, оплачиваемые курсы и возможность участвовать в конференциях; сложные и необычные задачи (некоторые из задач решаются всего в нескольких компаниях в мире); адекватное позитивное руководство (все с техническим или исследовательским бекграундом) и хороший коллектив.  3. Офис  4 минуты пешком от м. Сухаревская и 10 минут от Сретенского Бульвара, Тургеневской или Красных Ворот; круглосуточный доступ, зоны отдыха, просторные рабочие места, качественный кофе, перекусы и прочие мелочи; отличная инфраструктура центра Москвы (более полутысячи кафе и ресторанов в 20 минутах пешком, медцентры, услуги и многое другое). ",2020-10-12
39635173,Python-разработчик,https://hh.ru/vacancy/39635173,HH,150000,,RUR,Санкт-Петербург,ASD Technologies,"['django', 'redis', 'postgresql']","NovaKid - онлайн школа английского языка для детей 4-12 лет. NovaKid - это преподаватели-носители языка из США, Канады, Великобритании и других стран. Клиенты NovaKid - 20+ тыс детей из более чем 30 стран мира. Нас уже 100 чел из них 20+ инженеров. Куча сложных задач, например интеграция AI-компонент в наш core, оптимизация работы БД, реализация бекенда для направления gaming, развитие аналитических сервисов и многие другие. Вакансия открыта в офисах: Москва, Нижний Новгород, Казань, Санкт-Петербург. Возможна удаленная работа из других городов + редкие командировки в офис. Задачи:  Участие в разработке бэкенда образовательной платформы Новакид Написание и поддержка юнит-тестов для своего кода Участие в код-ревью Проработка и защита перед коллегами архитектуры модулей Совместная работа с другими отделами компании по уточнению задач и оптимальных путей реализации Работа со стеком технологий: Python 3.6, Pyramid, PostgreSQL, SQLAlchemy, Celery, Rabbitmq, Redis, Buildout, Rest API, немного JS (тех админка), Socket.io, Docker.  Обязательные требования:  хорошее знание языка Python, опыт промышленной разработки от 3-х лет опыт работы в Agile командах - Kanban, Scrum, ежедневные стэндапы опыт работы с современными инструментами разработки: JIRA, github и аналоги опыт написания юнит тестов (py.test, mock и т.п.) опыт проектирования и разработки масштабируемых бекендов и REST APIs опыт работы с реляционными БД, знание SQL опыт работы с распределенными очередями (Celery, RabbitMQ и т.п.) высокая самоорганизованность, умение работать самостоятельно на результат умение адекватно оценивать задачи и выполнять их в срок  Желательные требования:  опыт удаленной работы опыт работы с нашим стеком (см выше), любыми Python фреймворками (Bottle, Django, Flask, Pyramid и т.п.), ORM (SQLAlchemy и т.п.) опыт работы с Амазон Web Services, Kibana, Jenkins, Kurento (WebRTC) опыт работы в интернациональных командах, опыт вербального общения с коллегами на английском, опыт командировок за рубеж опыт работы в качестве тех-лида, команда от 2-3 человек, умение распределять задачи, контролировать их выполнение в срок и качество выполнения, развивать навыки членов команды  Прочее:  быстро-растущий международный проект с клиентами в более чем 30 странах мира перспектива роста в профессионала глобального уровня интересные задачи, сильная и дружная команда гибкий график работы работа из одного из наших офисов, из дома или из коворкинга рядом с домом - на выбор возможность стать совладельцем компании и заработать на росте капитализации компании через программу опционов  Обращайтесь!  ",2020-10-14
