id,name,salary_from,salary_to,currency,area,skill_set,description
37227041,Python developer удаленно,150000,200000,RUR,Санкт-Петербург,['css'],"Международная компания B2Broker — это финтех, разработчик и провайдер технологий для брокерских компаний, банков и инвестиционных фондов. Мы не занимаемся брокерской деятельностью — но предлагаем готовые IT решения для международных брокерских компаний. Мы ожидаем от разработчика, что он:  имеет опыт коммерческой разработки на Python 3 от 6 лет; знает и умеет использовать: итераторы, генераторы, потоки; отлично владеет знаниями параллелизма, многопоточностью, неблокирующими вызовами; имеет опыт работы с числами с высокой точностью, используя decimals / fractions   Кроме конструкций языка, мы хотим видеть:  знания по регулярным выражениям, структурам данных (JSON и XML); понимание особенностей и различий REST и SOAP; опыт работы с различными базами данных (в особенности ACID подход); стремление к красоте кода; разработчика, который придерживается принципов SOLID; дополнительным преимуществом будет опыт работы с Message брокерами и очередями, а также опыт написания Юнит- и Интеграционных-тестов.  Мы предлагаем:  ЗП без задержек; оформление по ТК РФ; возможность практики английского языка; неограниченный профессиональный рост и возможность работать в развивающейся международной компании; ресурсы на реализацию смелых идей; удаленный формат работы по гибкому графику. "
38811499,Python Developer,3200,3400,USD,Киев,"['django', 'sql', 'mysql']","Tribu — is a product platform that was created by the Israel Ministry of Education. The target audience is students, the number of daily users — 6.5k.We are looking for a Python Developer. Requirements: — 3+ years Experience as Python Developer;— Knowledge in Django — must;— Familiarity especially with EC2, RDS, ElastiCache, Amazon Web Services (AWS) and REST API;— Involved in A/B testing for different machine learning models;— English - Intermediate;— Attention to detail. Key Experience Required: — Excellent Python coding with Django REST Framework;— Experience with Python2 & Python3;— Rest/Web Services;— Postgres, MySQL & NoSQL Databases;— Write an aggregate query in SQL;— Multiprocessing & Python Idioms;— Web Security. Responsibilities: — Create functions for data calculation (arithmetic functions with conditions);— Develop well-designed and performant Python applications and services using scalable techniques;— Perform assigned daily tasks and respond immediately to issues/problems;— Involve in unit/integration testing frameworks and practices;— Design, Implement and Interacting with databases;— Maintain and troubleshoot complex systems; We offer: — Full-time position in the office or on a remote basis;— Brand-new office in 7 min walk from metro Lukianivska;— The youngest and professional team consists of Kyiv & Israel engineers, designers, PMs;— Zero of bureaucracy and micromanagement;— Flexible working hours: 40 hours per week ;— Paid vacations days: 20 working days;— Insurance;— Mac book;— Teambuilding: Friday party/ movie night/ pizza evening etc."
37227093,Python developer удаленно,150000,200000,RUR,Краснодар,['css'],"Международная компания B2Broker — это финтех, разработчик и провайдер технологий для брокерских компаний, банков и инвестиционных фондов. Мы не занимаемся брокерской деятельностью — но предлагаем готовые IT решения для международных брокерских компаний. Мы ожидаем от разработчика, что он:  имеет опыт коммерческой разработки на Python 3 от 6 лет; знает и умеет использовать: итераторы, генераторы, потоки; отлично владеет знаниями параллелизма, многопоточностью, неблокирующими вызовами; имеет опыт работы с числами с высокой точностью, используя decimals / fractions.  Кроме конструкций языка, мы хотим видеть:  знания по регулярным выражениям, структурам данных (JSON и XML); понимание особенностей и различий REST и SOAP; опыт работы с различными базами данных (в особенности ACID подход); стремление к красоте кода; разработчика, который придерживается принципов SOLID; дополнительным преимуществом будет опыт работы с Message брокерами и очередями, а также опыт написания Юнит- и Интеграционных-тестов.  Мы предлагаем:  ЗП без задержек; оформление по ТК РФ; возможность практики английского языка; неограниченный профессиональный рост и возможность работать в развивающейся международной компании; ресурсы на реализацию смелых идей; удаленный формат работы по гибкому графику. "
38418166,"Senior Python Developer / Python Developer, Python / Django разработчик (БЭКЭНД), СРОЧНО!",100000,250000,RUR,Новосибирск,"['django', 'git', 'sql', 'javascript', 'linux', 'css', 'postgresql']","Senior Python Developer / Python Developer, Python / Django разработчик, full-stack developer (Бэкэнд). Готовы рассмотреть соискателей уровня junior, middle, teamlead. Оплата труда согласно вашему профессиональному опыту. Помощь для переезжающих. Компания StaffCop (ООО «Атом Безопасность») штат разработчиков > 10 человек, размер компании 40 человек, российский разработчик программных решений в области информационной безопасности (EndPoint DLP, www.staffCop.ru), приглашает в свою команду опытного full-stack разработчика со знанием Python/Django на БЭКЭНД. Работа в офисе в Академгородке. Полная занятость, полный рабочий день, гибкий график, частичная удаленка по согласованию 1-2 раза в неделю (если требуется), оплата труда согласно вашему профессиональному опыту, ДМС, оплата спортивных секции, бассейн. Опыт  Подтвержденный опыт работы разработчиком от 3-х лет; Подтвержденный опыт коммерческой разработки на Python от 2-х лет, Django от 1 года; Опыт кроссбраузерной и адаптивной вёрстки; Желателен опыт работы с Angular 1.  Знания и умения  Уверенное знание Python (brainbench >= 4); Уверенное знание HTML5, CSS, JavaScript, jQuery; Уверенное знание SQL, знание специфики PostgreSQL будет плюсом; Уверенное владение Git, Linux на уровне продвинутого пользователя; Умение и навык разбираться в чужом коде; Навыки планирования и оценки сроков выполняемых работ; Понимание основных принципов и инструментов, обеспечивающих качество кода.  Ответственность и обязанности  Соблюдение практик и стандартов разработки подразделения (workflow, code review, инспекции); Разработка дизайна решения на основе требований, участие в формировании требований; Реализация программного кода на основе требований и дизайна решения; Поддержка и сопровождение разработанного кода, исправление дефектов в коде; Подготовка документации по разрабатываемой технологии \ функциональности; Самостоятельное выполнение сложных (требующих дополнительной декомпозиции) поставленных задач (контролируется только конечный результат).  Другие требования  Умение работать в команде; Личная стабильность; Английский технический.  Условия  Зарплата от 100 000, старшие от 160 000, уровень оплаты труда согласно вашему профессиональному опыту; 8-часовой рабочий день, гибкий график, удаленка частичная по согласования, полная только через 6 месяцев работы на основании достигнутых результатов; Оформление по ТК РФ; Работа в Академгородке, верхняя зона, не open space, ДМС, оплата спортивного абонемента, бассейн свободное и не ограниченное посещение.  О компании Компания «Атом Безопасность», российский разработчик программных решений в области информационной безопасности, продвигает на российский рынок аналитическую систему мониторинга StaffCop Enterprise, позволяющую анализировать действия персонала за компьютерами с целью обеспечения информационной безопасности предприятия, обнаружения утечек конфиденциальных данных, расследования инцидентов, учета рабочего времени и оценки эффективности работы персонала. StaffCop | ООО ""Атом Безопасность"" Россия, Новосибирск, пр. Академика Коптюга 4, оф. 158 (резюме на почту oras(собака)staffcop.ru)  "
37227103,Python developer удаленно,150000,200000,RUR,Екатеринбург,['css'],"Международная компания B2Broker — это финтех, разработчик и провайдер технологий для брокерских компаний, банков и инвестиционных фондов. Мы не занимаемся брокерской деятельностью — но предлагаем готовые IT решения для международных брокерских компаний. Мы ожидаем от разработчика, что он:  имеет опыт коммерческой разработки на Python 3 от 6 лет; знает и умеет использовать: итераторы, генераторы, потоки; отлично владеет знаниями параллелизма, многопоточностью, неблокирующими вызовами; имеет опыт работы с числами с высокой точностью используя decimals / fractions / NumPy;  Кроме конструкций языка, мы хотим видеть:  знания по регулярным выражениям, структурам данных (JSON и XML); понимание особенностей и различий REST и SOAP; опыт работы с различными базами данных (в особенности ACID подход); стремление к красоте кода; разработчика, который придерживается принципов SOLID; дополнительным преимуществом будет опыт работы с Message брокерами и очередями, а также опыт написания Юнит- и Интеграционных-тестов.  Мы предлагаем:  ЗП без задержек; оформление по ТК РФ; возможность практики английского языка; неограниченный профессиональный рост и возможность работать в развивающейся международной компании; ресурсы на реализацию смелых идей; удаленный формат работы по гибкому графику. "
38834501,Разработчик Python,15000,,RUR,Пермь,[],"Ищем начинающих разработчиков в наш сервис GOOD.BI GOOD.BI - облачный сервис для сбора и хранения бизнес-аналитики. Мы собираем и анализируем данные из маркетинговых систем. Собранные нашим сервисом данные используются при построении отчетности в BI системах. Мы ищем в нашу команду разработчика Python Если ты учишься в ВУЗе и планируешь развиваться в этом направлении, отправляй резюме. Тебя ждет 1 месяц стажировки с официальным трудоустройством. Будет необходимо отработать фиксированное количество часов, сможешь совмещать с учебой. По итогам месяца лучшим мы предложим работу на постоянной основе.   Примеры задач, которые предстоит решать: - Написание модуля для подключения к системе коллтрекинга по Api, сбор информации в Бд; - Разработка интерфейса для администрирования пользователями, проектами.   Какие навыки и умения пригодятся? - Опыт разработки на любом языке программирования; - Умение грамотно выражать свои идеи в коде и документации.   Что предлагаем сотрудникам? - Уютный офис в центре Перми, в пешей доступности от набережной. - Регулярное обучение (много); - Чай, кофе, интернет и отличный коллектив каждый рабочий день."
38848417,Python Developer,3000,4000,USD,Москва,"['django', 'git', 'mysql']","Мы предлагаем:  Релокацию в Беларусь (Минск) или Эстонию (Таллин);  Постоянно растущая, многонациональная команда;   Возможность работы со сложными и интересными продуктами компании;   Рабочий отпуск - 29 дней;   Медицинское страхование;   Офис в паре минут ходьбы от метро   Курсы английского языка в офисе;   Возможность регулярно посещать конференции и внешние тренинги и узнавать еще больше нового и полезного для профессионального развития;   Новый комфортабельный офис с видом на город и со всеми бонусами внутри: зона отдыха, массажное кресло, кикер и т.д.     Требования:   Опыт работы с Python от 3-х лет (мы используем Python 3.6);   Опыт использования платформы Django Rest Framework;   Опыт использования Celery / RabbitMQ;   Умение работать с Unit-тестами;   Хорошее знание GIT;   Знание английского языка не ниже intermediate+     Что будет входить в ваши задачи:   Разработка приложений с низкой задержкой, высокой доступностью и производительностью (low-latency, high-availability, performance);   Интеграция элементов, разработанных командой front-end и ориентированных на пользователя, с server-side logic (библиотека компонентов front-end);   Внедрение средств информационной безопасности, включая конфиденциальность персональных данных (безопасность и защита данных);   Разработка бэкенд-приложений на основе тщательно продуманных аналитиками спецификаций;   Работа с Django backend, по большей части с Django REST Framework, MySQL используется в качестве базы данных.      "
38823742,Инженер-программист (Python) в отдел интеграции,120000,160000,RUR,Москва,"['django', 'docker']","Компания «Альфаоупен» (ALPHAOPEN®) – российский разработчик в области создания специализированных прикладных программных решений, ведет разработку приложений на основе собственной интеграционной платформы ALPHALOGIC™, с применением стандартных технологий разработки и инженерной мысли. Платформа предоставляет инструменты для определения и разработки правил и процессов интеграции данных для создания различных сценариев работы интегрируемых систем на базе ALPHALOGIC™. «Альфаоупен» обладает глубокой отраслевой экспертизой в решениях для ситуационных центров, комплексных систем безопасности и интеллектуальных зданий. Мы приглашаем в свою команду Инженера-программиста (Python) в Отдел интеграции Департамента разработки ПО Технической дирекции. Должностные обязанности:• Активное участие в разработке, погружение в детали технической реализациисуществующих продуктов, участие в построении новых решений и экспериментов;• Внесение своих предложения как по техническому, так и по продуктовомуулучшению существующих сервисов, предложение своих идей и проверка ихсостоятельности, используя самые разные технологии;• Работа в команде, взаимодействие со смежными отделами в Компании ивыработка совместных решений.Требования к кандидату:• Опыт разработки на Python больше трех лет;• Опыт разработки приложений на Django, Django Rest framework, Falcon, Flask ит.п.;• Опыт проектирования, разработки и эксплуатации высоконагруженных сервисов;• Опыт администрирования сервера Nginx;• Понимание устройства реляционных и нереляционных баз данных и опыт работы с ними (опыт работы с SQLAlchemy приветствуется);• Уверенные навыки работы в Unix-системах;• Опыт и понимание необходимости написания тестов;• Опыт работы с Ansible, умение написать или сопроводить сценарии на нем;• Опыт работы с Docker приветствуется;• Готовность быстро разрабатывать прототипы решений;• Умение разбираться в чужом коде;• Ответственность и организованность.Условия работы и компенсационный пакет:• Окончательный уровень оплаты обсуждается на собеседовании;• Оформление в соответствии с ТК РФ;• График работы: полная занятость по ТК РФ;• Добровольное Медицинское страхование (ДМС);• Условия для развития профессиональных навыков;• Допускается удаленная работа без снижения эффективности;• Оплата больничного в соответствии с ТК РФ;• Испытательный срок – 3 месяца;• Дополнительные индивидуальные бонусы, в соответствии с правилами компании;• Отбор кандидатов на вакансию производится на конкурсной основе с учетоммаксимального соответствия компетенций требованиям Компании и наличиюпрофессионального опыта."
38580869,Программист-разработчик Python/Django,180000,600000,KZT,Алматы,['django'],"  Мы - команда профессионалов, влюбленных в свое дело, готовых постоянно расти, развиваться и находить самые лучшие решения. В нашу Компанию требуется Программист-разработчик. Требования:​  Отличное знание Python и Django(Backend); Хорошее понимание ООП, клиент/серверных технологий; Навыки написания нагруженных сетевых сервисов; JS/jQuery/Angular (Frontend); PostgreSQL.  Обязанности:  Заниматься разработкой Web-приложений: Создавать удобный пользовательский интерфейс; Разрабатывать высоконагруженное серверное приложение.  Условия:  Работа в стабильно растущей компании; Обучение; Дружный коллектив; Заработная плата по результатам собеседования. Официальное оформление согласно ТК РК. 5-тидневная рабочая неделя, пн-пт с 9.00 до 18.00.   "
38408319,Data Engineer,3000,4800,USD,Москва,[],"DS/Data Engineer job description Particle.One develops machine learning models for commodity markets. Our customers are quantitative hedge funds, asset managers, commercial banks, producers, and consumers of commodities. The ideal applicant:   Has a degree in quantitative disciplines (e.g., computer science, mathematics, statistics, physics, econometrics, or similar)   Has a strong background in machine learning and statistics   Is fluent in the standard Python data science stack (pandas, Sklearn, Keras, Jupyter notebooks)   Is able to conduct high-quality, reproducible research independently   Is an original thinker   Is proficient in English (all of the communication among the team members is exclusively in English)   Contribution to projects on GitHub is a plus   Knowledge of finance/economics is a plus, but not required   Examples of tasks:   Time series modeling with point-in-time data   Signal processing applied to stochastic/noisy signals   Run modeling experiments end-to-end reproducibly   Apply modern NLP techniques (with customization) to specialty domains   Run end-to-end NLP experiments reproducibly   Build custom sentiment models   Perks:   Full-time position   Сompensation fixed and paid in US dollars   Work with world-class researchers   Spend time learning technologies and improving the craft of coding   Build beautiful software products   Ability to work remotely upon agreement with the Manager   Interviewing process:   Introductory interview in Russian and in English   Take-home exam   Interview with Tech manager in English   Offer discussion  "
38562425,Python-разработчик,120000,,RUR,Казань,"['django', 'redis', 'postgresql']","АСД-технолоджиз, разработчик детского образовательного онлайн проекта Новакид (www.novakidschool.com) ищет python-разработчика. NovaKid - онлайн школа английского языка для детей 4-12 лет. NovaKid - это преподаватели-носители языка из США, Канады, Великобритании и других стран. Клиенты NovaKid - 20+ тыс детей из более чем 30 стран мира. Нас уже 100 чел из них 20+ инженеров. Куча сложных задач, например интеграция AI-компонент в наш core, оптимизация работы БД, реализация бекенда для направления gaming, развитие аналитических сервисов и многие другие. Вакансия открыта в офисах: Москва, Нижний Новгород, Казань, Санкт-Петербург. Возможна удаленная работа из других городов + редкие командировки в офис. Задачи:  Участие в разработке бэкенда образовательной платформы Новакид Написание и поддержка юнит-тестов для своего кода Участие в код-ревью Проработка и защита перед коллегами архитектуры модулей Совместная работа с другими отделами компании по уточнению задач и оптимальных путей реализации Работа со стеком технологий: Python 3.6, Pyramid, PostgreSQL, SQLAlchemy, Celery, Rabbitmq, Redis, Buildout, Rest API, немного JS (тех админка), Socket.io, Docker.  Обязательные требования:  хорошее знание языка Python, опыт промышленной разработки от 3-х лет опыт работы в Agile командах - Kanban, Scrum, ежедневные стэндапы опыт работы с современными инструментами разработки: JIRA, github и аналоги опыт написания юнит тестов (py.test, mock и т.п.) опыт проектирования и разработки масштабируемых бекендов и REST APIs опыт работы с реляционными БД, знание SQL опыт работы с распределенными очередями (Celery, RabbitMQ и т.п.) высокая самоорганизованность, умение работать самостоятельно на результат умение адекватно оценивать задачи и выполнять их в срок  Желательные требования:  опыт удаленной работы опыт работы с нашим стеком (см выше), любыми Python фреймворками (Bottle, Django, Flask, Pyramid и т.п.), ORM (SQLAlchemy и т.п.) опыт работы с Амазон Web Services, Kibana, Jenkins, Kurento (WebRTC) опыт работы в интернациональных командах, опыт вербального общения с коллегами на английском, опыт командировок за рубеж опыт работы в качестве тех-лида, команда от 2-3 человек, умение распределять задачи, контролировать их выполнение в срок и качество выполнения, развивать навыки членов команды  Прочее:  быстро-растущий международный проект с клиентами в более чем 30 странах мира перспектива роста в профессионала глобального уровня интересные задачи, сильная и дружная команда гибкий график работы работа из одного из наших офисов, из дома или из коворкинга рядом с домом - на выбор возможность стать совладельцем компании и заработать на росте капитализации компании через программу опционов  Обращайтесь!  "
38562426,Python-разработчик,120000,,RUR,Санкт-Петербург,"['django', 'redis', 'postgresql']","АСД-технолоджиз, разработчик детского образовательного онлайн проекта Новакид (www.novakidschool.com) ищет python-разработчика. NovaKid - онлайн школа английского языка для детей 4-12 лет. NovaKid - это преподаватели-носители языка из США, Канады, Великобритании и других стран. Клиенты NovaKid - 20+ тыс детей из более чем 30 стран мира. Нас уже 100 чел из них 20+ инженеров. Куча сложных задач, например интеграция AI-компонент в наш core, оптимизация работы БД, реализация бекенда для направления gaming, развитие аналитических сервисов и многие другие. Вакансия открыта в офисах: Москва, Нижний Новгород, Казань, Санкт-Петербург. Возможна удаленная работа из других городов + редкие командировки в офис. Задачи:  Участие в разработке бэкенда образовательной платформы Новакид Написание и поддержка юнит-тестов для своего кода Участие в код-ревью Проработка и защита перед коллегами архитектуры модулей Совместная работа с другими отделами компании по уточнению задач и оптимальных путей реализации Работа со стеком технологий: Python 3.6, Pyramid, PostgreSQL, SQLAlchemy, Celery, Rabbitmq, Redis, Buildout, Rest API, немного JS (тех админка), Socket.io, Docker.  Обязательные требования:  хорошее знание языка Python, опыт промышленной разработки от 3-х лет опыт работы в Agile командах - Kanban, Scrum, ежедневные стэндапы опыт работы с современными инструментами разработки: JIRA, github и аналоги опыт написания юнит тестов (py.test, mock и т.п.) опыт проектирования и разработки масштабируемых бекендов и REST APIs опыт работы с реляционными БД, знание SQL опыт работы с распределенными очередями (Celery, RabbitMQ и т.п.) высокая самоорганизованность, умение работать самостоятельно на результат умение адекватно оценивать задачи и выполнять их в срок  Желательные требования:  опыт удаленной работы опыт работы с нашим стеком (см выше), любыми Python фреймворками (Bottle, Django, Flask, Pyramid и т.п.), ORM (SQLAlchemy и т.п.) опыт работы с Амазон Web Services, Kibana, Jenkins, Kurento (WebRTC) опыт работы в интернациональных командах, опыт вербального общения с коллегами на английском, опыт командировок за рубеж опыт работы в качестве тех-лида, команда от 2-3 человек, умение распределять задачи, контролировать их выполнение в срок и качество выполнения, развивать навыки членов команды  Прочее:  быстро-растущий международный проект с клиентами в более чем 30 странах мира перспектива роста в профессионала глобального уровня интересные задачи, сильная и дружная команда гибкий график работы работа из одного из наших офисов, из дома или из коворкинга рядом с домом - на выбор возможность стать совладельцем компании и заработать на росте капитализации компании через программу опционов  Обращайтесь!  "
38715379,Python - Software Engineer,2500,4000,USD,Минск,['docker'],"Software Engineer Particle.One develops machine learning models for commodity markets. Our customers are quantitative hedge funds, asset managers, commercial banks, producers, and consumers of commodities. The ideal applicant:   Is proficient in Python   Is knowledgeable about algorithms and data structures   Has strong analytical and reasoning skills   Is proficient in working and debugging a large codebase   Writes unit tests for his / her code   Is familiar with Pragmatic programmer, Code complete and agrees with Joel coding suggestions   Proficient in English (all the communication among the team members are exclusively in English)   Contribution to projects on GitHub is a plus   Knowledge of finance/economy is a plus, but not required   Technology stack:   Python 3.6+   PostgreSQL, MongoDB, Airflow, Docker, Ansible   AWS   Bash, Linux   Examples of tasks:   Write code to connect to a provider Rest API, transform data, write into MongoDB     Write a python script to iterate over time-series data stored in MongoDB and compute stats (e.g., min/max timestamp)   Write a python script to export data from CSV into Google Sheets and vice versa, dealing with Google OAuth   Write code to scrape a data provider   Implement an Instrument Master mapping metadata for financial data onto time-series data   Implement a Rest API using OpenAPI / Swagger   Perks:   Full-time position   Сompensation paid in US dollars   Work with world-class researchers   Spend time learning new technologies and improving the craft of coding   Build beautiful software products   Remote work   Interviewing process:   Introductory interview   Take-home exam with a sample problem (or GitHub project portfolio)   Interview with Tech manager in English   Offer discussion  "
38454894,Backend python/Django разработчик,120000,200000,RUR,Москва,"['django', 'git']","У нас очень масштабные и нескучные проекты, нестандартные и сложные для программирования задачи, огромные возможности для роста. Мы ищем по-настоящему увлеченного человека и готовы такому во многом идти навстречу, заинтересовывать, предлагать привлекательные условия. Самое главное – квалификация и желание работать, все остальное решаемо.   Опыт показывает, что у нас приходится много думать, много расти и развиваться, даже если вам кажется, что вы уже на вершине. Зато мало где в России можно поработать с настолько интересными задачами. Очень дружелюбная, неформальная атмосфера в команде. Отдельное преимущество – работа среди таких же фанатов своего дела.   Что нужно будет делать:  Проектировать и разрабатывать серверные приложения (backend) сложных web-порталов в agile команде Прямо сейчас в разработке информсистема масштабов региона с откликом в реальном времени, состоящая из:  CRM с мобильными и web-клиентами мониторинга транспорта (софт + трекеры + разнообразные датчики) автоматической прокладки 100+ зависимых маршрутов машин «на лету» аналитики и отчетности      Что необходимо кандидату:  От 3 лет промышленной разработки на Python, Отличное знание и владение:  Python Django Django REST framework PostgreSQL   Опыт создания архитектуры проекта Умение профилировать и оптимизировать код на Python, работа с репозиторием кода Git, опыт написания тестов Умение разбираться и готовность дорабатывать чужой код Инициативность в решении задач, оперативность    Требования:  Показать примеры своего кода для проектов, которые считаете интересными и сложными    Условия:  Сложный и значимый проект, участием в котором можно гордиться Испытательный срок 3 мес. Демократичная, почти семейная атмосфера в команде Гибкие условия работы, когда главное – результат, а не исполнение формальных требований Высокая по рынку, стабильная зарплата по уровню квалификации Возможен вариант удаленной работы Комфортный офис в шаговой доступности от м. Бауманская   "
38855190,Python backend инженер,100000,160000,RUR,Москва,['linux'],"Мы работаем над поисковиком для программистов и даем интегрированный поиск кода по открытым и частным репозиториям. Один из первых наших индексов - выдача примеров использования кода при запросе метода. У нас сильная команда, которая работала в Google и OpenAI. Базируемся в Калифорнии, но команда распределённая - поэтому неважно, где вы находитесь. Обязанности:   разработка и поддержание APIs для поисковика и создание поисковых индексов. Навыки: хороший навык Python программирования, знание Linux, знание command line и написание shell скриптов.   Требования:   Знание Postgres, Elasticsearch, и Redis. Желание писать скрипты для AWS инфраструктуры.   Обязательное знание английского языка (письменного и устного). Резюме высылать на английском языке. Вся коммуникация ведётся на английском. Возможности профессионального роста - если вы хотите развивать свои навыки в машинном обучении или вас интересуют языки программирования и как они устроены - у вас будет прекрасная возможность развития в этих направлениях.   Условия: - Работа удалённая. - Конкурентная зпт"
36267290,Python developer,150000,200000,RUR,Санкт-Петербург,['css'],"Международная компания B2Broker — это финтех, разработчик и провайдер технологий для брокерских компаний, банков и инвестиционных фондов. Мы не занимаемся брокерской деятельностью — но предлагаем готовые IT решения для международных брокерских компаний. Мы ожидаем от разработчика, что он:  имеет опыт коммерческой разработки на Python 3 от 6 лет; знает и умеет использовать: итераторы, генераторы, потоки; отлично владеет знаниями параллелизма, многопоточностью, неблокирующими вызовами; имеет опыт работы с числами с высокой точностью , используя decimals / fractions   Кроме конструкций языка, мы хотим видеть:  знания по регулярным выражениям, структурам данных (JSON и XML); понимание особенностей и различий REST и SOAP; опыт работы с различными базами данных (в особенности ACID подход); стремление к красоте кода; разработчика, который придерживается принципов SOLID; дополнительным преимуществом будет опыт работы с Message брокерами и очередями, а также опыт написания Юнит- и Интеграционных-тестов.  Мы предлагаем:  ЗП без задержек; оформление по ТК РФ; ДМС со стоматологией после испытательного срока; возможность практики английского языка; неограниченный профессиональный рост и возможность работать в развивающейся международной компании; ресурсы на реализацию смелых идей; работу по гибкому графику в уютном офисе. "
