id,name,salary_from,salary_to,currency,area,skill_set,description
38893801,Python developer/Python Data Engineer,1500,,USD,Минск,[],"Во Flatlogic мы создаем шаблоны мобильных и веб приложений и их продаем. Это существующий рынок и у нас куча зрелых конкурентов, но мы растём по продажам и трафику экспоненциально в среднем по 10-20% в месяц. Сейчас мы ищем ответственного и влюбленного в своё дело инженера/программиста на проект в сфере недвижимости в США, в команду из 6 человек, с постоянным общением с клиентом и возможностью лично влиять на проект Про нас:   Прозрачность и честность. У нас реально прозрачны все процессы принятия решений. Еженедельно или чаще мы встречаемся и всё обсуждаем: кто что делает, с какими сложностями сталкивается бизнес и продукт.   Четыре бывших сотрудника Flatlogic создали свои собственные компании (включая FriendlyData) с которыми мы дружим. Наверное это говорит что-то и о нас, но и точно говорит о том, что тут есть чему поучиться, если есть желание получить бизнес опыт.   Реальный рынок и реальный продукт. Т.е. у нас работающий бизнес, а не стартап - мы живём за счёт оборотных средств, выживаем и растём, сталкиваясь с жесткой реальностью.   Ну и там ПВТ, flexible working day & equipment of your choice.   Нам бы хотелось, чтобы Вы:   умели разрабатывать и поддерживать ETL процессы (pandas, apache airflow, scrapy, postgres);   имели 2+ лет опыта (Python)   имели опыт с php   имели хорошие знания sql   английский (Advanced+)   Если Вам интересна данная вакансия, то, пожалуйста, присылайте нам своё резюме - мы будем очень рады пообщаться!"
38562424,Python-разработчик,120000,,RUR,Нижний Новгород,"['django', 'redis', 'postgresql']","АСД-технолоджиз, разработчик детского образовательного онлайн проекта Новакид (www.novakidschool.com) ищет python-разработчика. NovaKid - онлайн школа английского языка для детей 4-12 лет. NovaKid - это преподаватели-носители языка из США, Канады, Великобритании и других стран. Клиенты NovaKid - 20+ тыс детей из более чем 30 стран мира. Нас уже 100 чел из них 20+ инженеров. Куча сложных задач, например интеграция AI-компонент в наш core, оптимизация работы БД, реализация бекенда для направления gaming, развитие аналитических сервисов и многие другие. Вакансия открыта в офисах: Москва, Нижний Новгород, Казань, Санкт-Петербург. Возможна удаленная работа из других городов + редкие командировки в офис. Задачи:  Участие в разработке бэкенда образовательной платформы Новакид Написание и поддержка юнит-тестов для своего кода Участие в код-ревью Проработка и защита перед коллегами архитектуры модулей Совместная работа с другими отделами компании по уточнению задач и оптимальных путей реализации Работа со стеком технологий: Python 3.6, Pyramid, PostgreSQL, SQLAlchemy, Celery, Rabbitmq, Redis, Buildout, Rest API, немного JS (тех админка), Socket.io, Docker.  Обязательные требования:  хорошее знание языка Python, опыт промышленной разработки от 3-х лет опыт работы в Agile командах - Kanban, Scrum, ежедневные стэндапы опыт работы с современными инструментами разработки: JIRA, github и аналоги опыт написания юнит тестов (py.test, mock и т.п.) опыт проектирования и разработки масштабируемых бекендов и REST APIs опыт работы с реляционными БД, знание SQL опыт работы с распределенными очередями (Celery, RabbitMQ и т.п.) высокая самоорганизованность, умение работать самостоятельно на результат умение адекватно оценивать задачи и выполнять их в срок  Желательные требования:  опыт удаленной работы опыт работы с нашим стеком (см выше), любыми Python фреймворками (Bottle, Django, Flask, Pyramid и т.п.), ORM (SQLAlchemy и т.п.) опыт работы с Амазон Web Services, Kibana, Jenkins, Kurento (WebRTC) опыт работы в интернациональных командах, опыт вербального общения с коллегами на английском, опыт командировок за рубеж опыт работы в качестве тех-лида, команда от 2-3 человек, умение распределять задачи, контролировать их выполнение в срок и качество выполнения, развивать навыки членов команды  Прочее:  быстро-растущий международный проект с клиентами в более чем 30 странах мира перспектива роста в профессионала глобального уровня интересные задачи, сильная и дружная команда гибкий график работы работа из одного из наших офисов, из дома или из коворкинга рядом с домом - на выбор возможность стать совладельцем компании и заработать на росте капитализации компании через программу опционов  Обращайтесь!  "
38700859,Junior Data Engineer,100000,150000,RUR,Москва,[],"Платформа ОФД – крупнейший в России оператор фискальных данных (негосударственная компания), предоставляющий услуги по передаче электронных чеков от кассовых аппаратов в налоговую службу, решения для автоматизации отчетности перед госорганами, электронного документооборота, маркировки товаров, а также спектр продуктов в области анализа данных. Мы обслуживаем более 350 тыс. клиентов: от микро-бизнеса до крупнейших российских компаний, при этом обрабатываем более 40 млн. чеков в день с каждой 4-ой кассы в России. Мы работаем с большим портфелем собственных инновационных продуктов, основанных на современных технологиях в области бизнес-аналитики, больших данных и машинном обучении. Обязанности:  Работа на внутренних и внешних проектах компании в роли инженера и разработчика Разработка ETL-процессов с использованием библиотеки Apache Spark на Scala Анализ, проектирование и создание витрин данных в соответствии с требованиями конкретного проекта Развитие инфраструктуры для обработки больших данных и кодовой базы Scala Совместная работа с DS для внедрения математических алгоритмов и ML-моделей в промышленные процессы  Требования:  Высшее/неоконченное высшее образование Опыт от 1 года решения реальных бизнес-задач в области сбора, хранения и анализа данных с использованием хотя бы одного из следующих языков: Java, Scala, Python Опыт работы с базами данных, уверенное знание SQL  Будет плюс:  Опыт работы с BigData: Hadoop, Spark, Hive, Zeppelin, Airflow, Kafka Опыт работы с BI системами  Условия:  Современный и комфортабельный офис в шаговой доступности от м. Спортивная или МЦК Лужники; Полностью официальное трудоустройство с первого дня и конкурентоспособная «белая» заработная плата от 100 до 150 тр. (по результатам собеседования, зависит от опыта кандидата); График работы 5/2, гибкое время начала и окончания рабочего дня; Бесплатный доступ на Coursera. Удобная кухня-столовая, пицца-пати, релакс-зона с тренажером, массажным креслом, играми и караоке; ДМС; Возможность карьерного, профессионального и материального роста. "
38841085,Python Developer,,,,Санкт-Петербург,"['django', 'css', 'redis']","Мы в Wargaming St.Petersburg одновременно ведем разработку нескольких проектов, но безусловным флагманом нашей студии является ММО-игра World of Warships. Мир Кораблей – это сессионная игра в военно-морской тематике, а также проект с вдохновляющей историей успеха, профессиональной командой разработчиков (более 300 человек) и многомиллионной аудиторией игроков по всему миру. В 2020 году World of Warships отмечает пятилетие с момента релиза, что является большим достижением всей команды проекта, и это только начало. Мы продолжаем активно развивать игру – каждый месяц команда проекта выпускает свежее обновление. И для создания новых решений, а также участия в поддержке существующего функционала, мы находимся в поиске Python Developer. Чем предстоит заниматься:  Разработкой игрового портала и других веб-приложений, с которыми взаимодействует пользователь Поддержкой и развитие существующей инфраструктуры сервисов Разработкой высоконагруженных backend-сервисов.  Что для нас важно:  Опыт разработки для Web более 1 года Уверенные знания языка программирования Python Опыт работы с PostgreSQL Знание фреймворка Django, либо других современных фреймворков для построения web-приложений Знание и понимание работы с кэшем (redis, http cache) Опыт работы в операционных системах семейства Linux.  Приветствуется  Опыт fullstack разработки (используем webpack, postcss/sass, es6, vue.js) Опыт настройки web-сервера Nginx Опыт работы с системами обмена сообщениями (RabbitMQ) Знание Falcon, Flask либо других легковесными python веб-фреймворков Опыт работы с asyncio Python 3.5  Опыт участия в высоконагруженных проектах. И немного о нас:  Искренне любим то, что мы делаем. Мы решаем разные задачи: от простых и ординарных до нетривиальных и экстрасложных, создавая тем самым уникальные проекты, в которые играют 200+ млн. человек почти на всех континентах. Ценим дружескую атмосферу в команде. Численность нашей команды превышает 600 человек, но несмотря на масштаб, в рабочем процессе мы стараемся сохранить открытые, неформальные коммуникации и ламповую атмосферу геймдева. Соблюдаем work-life balance. Мы уважаем личное время наших коллег именно поэтому рабочий день в компании начинается в 09:30 и заканчивается в 18:30, что дает возможность на буднях переключаться с рабочих задач и больше отдыхать. Непрерывно развиваем и усиливаем нашу команду. В компании регулярно проводятся обучающие семинары, тренинги, мы отправляем сотрудников на профессиональные конференции и организовываем курсы английского языка в студии. Ну и конечно у нас есть корпоративная библиотека и внутренняя база знаний, где собрана информация по разным направлениям. Комфортно работам и отдыхаем. Наш офис находится в современном бизнес-центре недалеко от ст.м. Ладожская. Рабочее пространство представляет собой десятки переговорных комнат и просторные оупен спейсы с местами для сотрудников, оснащенными высокотехнологичным оборудованием. Для отдыха в нашей студии предусмотрены большие лаунж-зоны с массажными креслами и продвинутыми кофе-машинами с большим выбором напитков, а также игровые приставки, настольный теннис, хоккей, кикер, разнообразные настольные игры и д.р. Поддерживаем здоровый образ жизни. Мы предоставляем нашим сотрудникам расширенный полис ДМС, включающий обслуживание в лучших мед.учреждениях Санкт-Петербурга. Наши коллеги могут приобретать льготные абонементы в сеть фитнес-клубов, а также бесплатно заниматься в офисном спортивном зале, оборудованным необходимыми тренажерами и удобствами. На каждом этаже нашего офиса есть кухня, где всегда можно найти фрукты и нарезанную морковку по утрам. А для тех, кто приходит рано утром или задерживается на работе, предусмотрены бесплатные корпоративные завтраки и ужины. "
38885153,Python разработчик (back-end),,,,Нур-Султан,"['linux', 'postgresql']","Мы делаем систему видеоаналитики на базе искусственного интеллекта способную работать с сотней тысяч камер и обрабатывать миллионы событий в реальном времени. Вы будете работать в команде специалистов с большим опытом в данной сфере и разрабатывать продукт, точнее его отдельные компоненты и сервисы, с нуля. Для этого мы ищем к нам в команду талантливых Python разработчиков (back-end). Обязанности:   Проектирование архитектуры и разработка новых сервисов   Проектирование и разработка API   Оптимизация сервисов с учётом требований к нагрузке   Написание технической документации   Взаимодействие с другими командами для совместной интеграции компонентов   Требования:   Опыт коммерческой разработки на языке Python от 2 лет   Опыт разработки на asyncio/Twisted/Tornado и понимание принципов асинхронного программирования на Python   Опыт разработки высоконагруженных систем   Опыт работы с РСУБД PostgreSQL или MySQL   Уверенное использование ОС на базе Linux и командной строки   Уверенное использование Git   Будет плюсом:   Опыт работы с распределёнными БД (Cassandra, Couchbase)   Опыт работы с брокерами сообщений (Kafka, RabbitMQ)   Опыт работы с Redis   Понимание принципов работы систем контейнеризации и опыт работы с Docker   Понимание принципов работы сетей, маршрутизации и модели OSI   Опыт администрирования систем на базе Linux   Условия:  Гибкий график Современный офис с панорамным видом на территории EXPO, в офисе есть настольный теннис, баскетбол, зона для игры в шахматы Медицинское страхование Компенсация курсов по изучению иностранных языков Компенсация занятий спортом Возможно обучение за счет компании Корпоративные мероприятия, кофе-фрукты, отсутствие дресс-кода и лишних формальностей 20 рабочих дней отпуска Для приезжих компенсируем трансфер, переезд, поможем с проживанием "
38898234,Программист Python,70000,100000,RUR,Краснодар,"['django', 'postgresql']","Win Solution - компания-аутсорсер, реализующая ключевые ИТ-решения для крупных компаний РФ и СНГ в области ритейла, фармы, производства и банкинга. В одном из наших проектов мы разрабатываем систему-агрегатор товаров и услуг. Проект находится на начальном этапе и мы усиливаем свою команду. Мы приглашаем в команду Backend-разработчика со знанием Django для участия в разработке мобильного приложения и telegram-бота Стек технологий - Python 3 / Django / pyTelegramBotAPI / PostgreSQL / Jira / GitLab / CI/CD Для старта необходим:    Опыт разработки на Python 3 / Django и опыт разработки мобильных приложений   Знание СУБД и опыт работы с Docker   Понимание принципов построения и технологий бэкенда   Опыт и желание писать unit тесты   Готовность писать чистый, читаемый код   Будет плюсом опыт разработки чат-ботов, знание pyTelegramBotAPI   Мы предлагаем:   Соблюдение ТК РФ в полном объеме, бессрочный ТД, белая з/п Отсутствие легаси кода и костыльных решений Гибкий график, удаленное сотрудничество, полную занятость Разработку масштабного проекта без бюрократических проволочек "
38790922,Ведущий программист Python,140000,205000,RUR,Уфа,"['r', 'javascript', 'css']","Систему СБИС придумали, создали и постоянно совершенствуют более 1500 разработчиков в 11 филиалах разработки по стране. У нас есть фанаты дата-майнинга, эксперты в разработке кроссплатформенных приложений и высоконагруженных систем, разработчики мобильных, настольных и веб-приложений, специалисты по обработке, анализу и хранению больших массивов данных. На позиции ведущего программиста вы будете заниматься не просто кодированием, а управлением кодом, проектированием архитектуры систем. Причем не только и не столько своими руками, сколько руками команды. Именно поэтому нам нужен ведущий программист для развития сервиса эквайринга, готовый взять на себя разработку и набор своей команды для создания новых функциональных блоков. Вы сможете попробовать применить на практике любые методики управления, но от вас всегда будет требоваться результат. Чтобы руководить разработкой вы должны быть сами отличным разработчиком. И всегда стремится изучать новое. Вам предстоит:  заниматься полным сопровождением программных решений; генерировать новые идеи; выполнять крупные проекты и нести за них ответственность; разрабатывать качественные программные решения; формировать, обучать и руководить командой программистов.  Мы ждем от Вас:  владение Python на высоком уровне; знание ООП; знание паттернов проектирования и умение их применять; опыт работы с базами данных;  Плюсом будет:  первоначальные знания о системе работы банков и прохождении платежей.  Мы предлагаем:  заработную плату в зависимости от квалификации и уровня ответственности; оформление по ТК РФ; ДМС после года работы в компании; курсы английского языка; премии от 5 до 20% по итогам работы за месяц; корпоративные праздники, совместные мероприятия, курсы иностранных языков. "
38818169,Python-разработчик,100000,,RUR,Новосибирск,"['git', 'docker', 'linux', 'postgresql']","Мы – Микрофинансовая Компания ""Отличные наличные"", растём и развиваемся с февраля 2011 года, за это время выросли до масштаба большой федеральной компании. На сегодняшний день Наша компания представлена более 270 офисами на территории более 100 городов России, в нашей команде больше 1800 сотрудников. Ищем Python-разработчика на амбициозные задачи, связанные с созданием современной рисковой системы.   Обязанности:  Разработка высоконагруженных сервисов на Python с нуля и доработка существующих Участие в принятии архитектурных решений по сервисам Деплой сервисов на тестовый и боевой сервер Интеграция сторонних API и поддержка существующих интеграций Поддержка и оптимизация работы БД Самостоятельное выполнение крупных (требующих дополнительной декомпозиции) поставленных задач  Требования:  Высшее образование Релевантный опыт не менее двух лет Опыт проектирования решений с нуля, в т.ч. выбор оптимального инструмента; Опыт разработки и внедрения крупных сервисов на Python; Знание web-фреймворков на Python: aiohttp (asyncio), Flask; Опыт работы PostgreSQL; Знание Linux, git; Готовность при необходимости разбираться в чужом коде.  Желательны: знание RabbitMQ, SQLAlchemy; понимание основ контейнеризации, опыт работы с docker;   Условия:  Работа в федеральной компании с разветвленной региональной сетью Своевременная и стабильная выплата заработной платы два раза в месяц Трудоустройство согласно ТК РФ Корпоративная сотовая связь Комфортный современный офис по линии метро "
38691945,Python-разработчик,50000,,RUR,Екатеринбург,"['django', 'sql', 'redis']","Нам в команду требуется еще один python/django-разработчик для работы над сайтами (в основном — писать API) и мобильными приложениями (только API, что же ещё).   Чего мы ждем от кандидата:  умение работать с чужими API (разные соцсети, соседние сайты); понимание, как строить микросервисную архитектуру и зачем она нужна; желание тестировать код, упаковывать всё все в докеры, настраивать deploy, разворачивать своё творчество на сервере; работа с базами (мы, как правило, используем Postgres), знание SQL и умение, в случае чего, писать запросы руками, понимание, зачем нужны cassandra, kafka, clickhouse.  Что мы используем и в чем следует разбираться (или очень хотеть научиться разбираться):  Python/Django/aio.http/fast-api/Flask; Django Rest Framework; Elasticsearch/redis/rabbitmq/celery; Docker/docker-compose; CI — понимание принципов, опыт работы (мы используем gitlab-ci) linux, nginx, bash.  От нас:  полная занятость и работа над крупными проектам; заработная плата по результатам собеседования, она всегда обсуждается и зависит исключительно от уровня компетенций; официальное трудоустройство; профессиональная команду и обучение внутри компании; офис в центре города, БЦ Высоцкий и 29 этаж (как только нам разрешат вернуться в офис, пока что работаем в удаленном режиме); кофе и другие плюшки)    Заинтересовала вакансия? Присылайте свое резюме, будем знакомиться"
38562458,Python-разработчик,150000,,RUR,Москва,"['django', 'redis', 'postgresql']","АСД-технолоджиз, разработчик детского образовательного онлайн проекта Новакид (www.novakidschool.com) ищет python-разработчика. NovaKid - онлайн школа английского языка для детей 4-12 лет. NovaKid - это преподаватели-носители языка из США, Канады, Великобритании и других стран. Клиенты NovaKid - 20+ тыс детей из более чем 30 стран мира. Нас уже 100 чел из них 20+ инженеров. Куча сложных задач, например интеграция AI-компонент в наш core, оптимизация работы БД, реализация бекенда для направления gaming, развитие аналитических сервисов и многие другие. Вакансия открыта в офисах: Москва, Нижний Новгород, Казань, Санкт-Петербург. Возможна удаленная работа из других городов + редкие командировки в офис. Задачи:  Участие в разработке бэкенда образовательной платформы Новакид Написание и поддержка юнит-тестов для своего кода Участие в код-ревью Проработка и защита перед коллегами архитектуры модулей Совместная работа с другими отделами компании по уточнению задач и оптимальных путей реализации Работа со стеком технологий: Python 3.6, Pyramid, PostgreSQL, SQLAlchemy, Celery, Rabbitmq, Redis, Buildout, Rest API, немного JS (тех админка), Socket.io, Docker.  Обязательные требования:  хорошее знание языка Python, опыт промышленной разработки от 3-х лет опыт работы в Agile командах - Kanban, Scrum, ежедневные стэндапы опыт работы с современными инструментами разработки: JIRA, github и аналоги опыт написания юнит тестов (py.test, mock и т.п.) опыт проектирования и разработки масштабируемых бекендов и REST APIs опыт работы с реляционными БД, знание SQL опыт работы с распределенными очередями (Celery, RabbitMQ и т.п.) высокая самоорганизованность, умение работать самостоятельно на результат умение адекватно оценивать задачи и выполнять их в срок  Желательные требования:  опыт удаленной работы опыт работы с нашим стеком (см выше), любыми Python фреймворками (Bottle, Django, Flask, Pyramid и т.п.), ORM (SQLAlchemy и т.п.) опыт работы с Амазон Web Services, Kibana, Jenkins, Kurento (WebRTC) опыт работы в интернациональных командах, опыт вербального общения с коллегами на английском, опыт командировок за рубеж опыт работы в качестве тех-лида, команда от 2-3 человек, умение распределять задачи, контролировать их выполнение в срок и качество выполнения, развивать навыки членов команды  Прочее:  быстро-растущий международный проект с клиентами в более чем 30 странах мира перспектива роста в профессионала глобального уровня интересные задачи, сильная и дружная команда гибкий график работы работа из одного из наших офисов, из дома или из коворкинга рядом с домом - на выбор возможность стать совладельцем компании и заработать на росте капитализации компании через программу опционов  Обращайтесь!  "
38036578,"Разработчик автоматических тестов GUI (Python, Squish)",3000,,USD,Москва,[],"Network Optix - американская компания, основанная в сентябре 2010 года и сфокусированная на разработке систем видеонаблюдения. Мы представлены в Северной Америке, в Европе, в Азии. Наш продукт – система видеонаблюдения NX Witness. Вы можете скачать бесплатную версию и попробовать ее в действии. В Северной Америке мы выпускаемся под брендом DW Spectrum. Сейчас мы создаем новую команду, задача которой будет автоматизировать тестирование нашего GUI. В качестве основного инструмента выбрана платформа Squish (froglogic). Мы собираемся создать и поддерживать автоматические тесты на Python, опираясь на обширную базу ""ручных"" тестов, написанных отделом QA за несколько лет. Нам нужны разработчики тестов. Есть тесты, сформулированные в виде последовательности действий и проверок. Вашей основной задачей будет писать автоматические тесты, которые имитируют действия пользователя и проверяют результат. Поскольку тестов много, они должны быть написаны внимательно и аккуратно, иначе их будет очень сложно поддерживать. Мы научим пользоваться Squish, если вы этого никогда не делали. Что надо делать: - Писать тесты на Python, используя Squish IDE под Windows и под Linux. Что вам надо уметь: - Программировать на любом языке; - Знать Python хотя бы на базовом уровне; - Читать документацию на английском языке. Будет плюсом: - Опыт написания автотестов в любой программной системе. - Опыт работы тестировщиком. - Опыт работы со Squish."
37757725,Web-разработчик на Python,140000,,RUR,Москва,"['django', 'git', 'docker', 'redis', 'postgresql']","Уважаемые кандидаты, пожалуйста обратите внимание, что мы ищем специалиста уровня middle с профильным опытом работы от 2-х лет!Рассматриваем кандидатов для работы и в офисе и в удаленном режиме. Компания «ЭргоСоло» работает с 2002 года. Наш ключевой продукт – тренажер слепого десятипальцевого метода набора текста «СОЛО на клавиатуре». Его прообраз появился еще в 1991 году, когда вышло первое издание самоучителя «Соло на пишущей машинке» Владимира Владимировича Шахиджаняна. В конце 1990-х была выпущена первая версия программы для настольных компьютеров. Последние несколько лет обучение частных лиц и корпоративных заказчиков ведется через онлайн-платформу. Среди клиентов «СОЛО» сотрудники Сбербанка, правительства Республики Татарстан, ряда крупных российских компаний, вузов и школ. Благодаря «СОЛО на клавиатуре» более 5 миллионов человек на постсоветском пространстве научились печать вслепую. Другой наш стратегический проект – авторский онлайн-курс Владимира Шахиджаняна «Учимся говорить публично», который успешно освоили более 5 тысяч человек. В его основу лег 35-летний опыт преподавательской, журналистской и общественной деятельности автора. Сейчас мы ведем разработку новой версии курса, ориентированной на широкую аудиторию и развивающей навыки общения, проведения презентаций и публичных выступлений. Еще один важный проект компании – онлайн-книга «Курить, чтобы бросить!», которая в интерактивном формате помогает справиться с курением всем желающим. Ежедневно сотни человек приступают к ее чтению, а многочисленные отзывы и благодарности подтверждают, что авторская методика и предложенные подходы действительно помогают справиться с проблемой. Кроме того, мы поддерживаем и развиваем ряд других тематических проектов и сообществ. Руководит компанией психолог, журналист и педагог Владимир Владимирович Шахиджанян, более 30 лет преподававший на факультете журналистики Московского государственного университета имени М.В. Ломоносова, автор книг «Мне интересны все люди», «1001 вопрос про ЭТО», «Учимся говорить публично», создатель наших обучающих онлайн-курсов. Все наши сотрудники владеют слепым десятипальцевым методом набора текста, и у вас также будет возможность его освоить. А если вы уже печатаете «вслепую», то обязательно напишите об этом в сопроводительном письме. В нашей команде царят домашняя атмосфера и дружелюбие. Мы ожидаем от сотрудников профессионализма, но при этом никого не заставляем трудиться на износ. Будем рады видеть в наших рядах специалистов, которые привыкли работать на результат и хотят гордиться своими проектами. Обязанности: – Поддержка существующих проектов и разработка нового функционала.– Полная переработка существующих решений, изживающих свой срок.– Актуализация кодовой базы под свежие версии фреймворков, библиотек и т.п.– Интеграция со сторонними сервисами и внутренними системами. Требования: Мы ожидаем, что вы:– Владеете Python и имеете практический опыт программирования на нем от 2 лет.– Применяете принципы ООП по назначению, а также используете в архитектуре паттерны проектирования.– Умеете писать понятный, легко читаемый и поддерживаемый код.– Имеете опыт веб-разработки с использованием любого веб-фреймворка на Python или без него.– Знаете современный стек веб-технологий.– Имеете опыт написания «сырых», сложных SQL-запросов без использования ORM, их оптимизации.– Не боитесь командной строки Unix и умеете работать в ней. Будет плюсом:– Хорошее знание Django.– Опыт работы с PostgreSQL.– Понимание основ многопоточного программирования и знание объектов синхронизации.– Знание протоколов и технологий разработки веб-приложений реального времени (WebSocket, PUSH, Cometd, Twisted).– Опыт работы с шаблонизаторами (Jinja2 и т.п.).– Владение системой контроля версий (git, svn и т.п.) на уровне понимания веток, слияний и практики хороших коммитов. Стек используемых технологий: Backend:– Для разработки веб-сервисов мы используем Python, Django, Jinja2, Celery.– В качестве СУБД и key-value хранилища у нас PostgreSQL, SQLite3, Redis, Berkeley DB.– Кое-где применяем Elasticsearch.– Для обработка запросов в режиме реального времени используем WebSocket в связке с Tornado.– Конечно же Docker для инфраструктуры разработки и развертывания на серверах. Frontend (для общего представления):– Классика: HTML5, CSS3, JavaScript.– Для базовой верстки предпочитаем Twitter Bootstrap.– В зависимости от задач используем Vanilla JS, jQuery, VueJS, PixiJS и еще много всего разного по мелочи.– Немного экзотики в виде XML+XSLT. Системы контроля версий:– GIT. В ближайшей перспективе планируем миграцию с собственных серверов в Яндекс.Облако с адаптацией кодовой базы под новую платформу и соответствующих PaaS-решений облака. Условия работы: – Для жителей Москвы возможна частичная работа из дома.– Рассматриваем специалистов из регионов для удаленной работы.– 7 минут пешком от метро Рижская или от метро Марьина Роща.– Гибкое начало рабочего дня, график обсуждаем индивидуально.– Возможность влиять на компанию и развитие ее продуктов.– Хорошая столовая в офисном здании с бизнес-ланчем в обед.– Официальное оформление, отпускные и больничные по ТК РФ.– Проводим собеседования в онлайн-формате по Skype."
